,lat,lon,std_score
0,33.275000000000006,-112.30833330000002,0.24494036
1,33.275000000000006,-112.26666663333334,0.26604635
2,33.275000000000006,-112.22499996666667,0.27728897
3,33.275000000000006,-112.18333330000002,0.53649867
4,33.275000000000006,-112.14166663333334,0.17651488
5,33.275000000000006,-112.09999996666667,0.16630793
6,33.275000000000006,-112.05833330000002,0.2449642
7,33.275000000000006,-112.01666663333334,0.19049543
8,33.275000000000006,-111.97499996666667,0.4113515
9,33.275000000000006,-111.93333330000002,0.39352515
10,33.31666666666667,-112.30833330000002,0.33772504
11,33.31666666666667,-112.26666663333334,0.16966674
12,33.31666666666667,-112.22499996666667,0.34843615
13,33.31666666666667,-112.18333330000002,0.32056051
14,33.31666666666667,-112.14166663333334,0.4228801
15,33.31666666666667,-112.09999996666667,0.20827553
16,33.31666666666667,-112.05833330000002,0.22654547
17,33.31666666666667,-112.01666663333334,0.2790698
18,33.31666666666667,-111.97499996666667,0.30628985
19,33.31666666666667,-111.93333330000002,0.19221812
20,33.358333333333334,-112.30833330000002,0.2084078
21,33.358333333333334,-112.26666663333334,0.3959499
22,33.358333333333334,-112.22499996666667,0.43013275
23,33.358333333333334,-112.18333330000002,0.5139359
24,33.358333333333334,-112.14166663333334,0.3140534
25,33.358333333333334,-112.09999996666667,0.3064212
26,33.358333333333334,-112.05833330000002,0.22498256
27,33.358333333333334,-112.01666663333334,0.21583515
28,33.358333333333334,-111.97499996666667,0.34811953
29,33.358333333333334,-111.93333330000002,0.3900548
30,33.400000000000006,-112.30833330000002,0.39842373
31,33.400000000000006,-112.26666663333334,0.231997
32,33.400000000000006,-112.22499996666667,0.44260123
33,33.400000000000006,-112.18333330000002,0.26702905
34,33.400000000000006,-112.14166663333334,0.35895622
35,33.400000000000006,-112.09999996666667,0.25811422
36,33.400000000000006,-112.05833330000002,0.24180037
37,33.400000000000006,-112.01666663333334,0.23204838
38,33.400000000000006,-111.97499996666667,0.24596785
39,33.400000000000006,-111.93333330000002,0.26747528
40,33.44166666666667,-112.30833330000002,0.23966801
41,33.44166666666667,-112.26666663333334,0.6230021
42,33.44166666666667,-112.22499996666667,0.19849192
43,33.44166666666667,-112.18333330000002,0.24931869
44,33.44166666666667,-112.14166663333334,0.27048093
45,33.44166666666667,-112.09999996666667,0.15587188
46,33.44166666666667,-112.05833330000002,0.3066472
47,33.44166666666667,-112.01666663333334,0.46774283
48,33.44166666666667,-111.97499996666667,0.26633772
49,33.44166666666667,-111.93333330000002,0.41754818
50,33.483333333333334,-112.30833330000002,0.3229212
51,33.483333333333334,-112.26666663333334,0.27299237
52,33.483333333333334,-112.22499996666667,0.3203634
53,33.483333333333334,-112.18333330000002,0.46837795
54,33.483333333333334,-112.14166663333334,0.29865894
55,33.483333333333334,-112.09999996666667,0.23827201
56,33.483333333333334,-112.05833330000002,0.4981622
57,33.483333333333334,-112.01666663333334,0.37751138
58,33.483333333333334,-111.97499996666667,0.26142517
59,33.483333333333334,-111.93333330000002,0.25099927
60,33.525000000000006,-112.30833330000002,0.40508336
61,33.525000000000006,-112.26666663333334,0.27269226
62,33.525000000000006,-112.22499996666667,0.18852343
63,33.525000000000006,-112.18333330000002,0.3217508
64,33.525000000000006,-112.14166663333334,0.32267362
65,33.525000000000006,-112.09999996666667,0.3809079
66,33.525000000000006,-112.05833330000002,0.18046503
67,33.525000000000006,-112.01666663333334,0.18559045
68,33.525000000000006,-111.97499996666667,0.36274326
69,33.525000000000006,-111.93333330000002,0.4118358
70,33.56666666666667,-112.30833330000002,0.19807124
71,33.56666666666667,-112.26666663333334,0.3505104
72,33.56666666666667,-112.22499996666667,0.35206842
73,33.56666666666667,-112.18333330000002,0.19840354
74,33.56666666666667,-112.14166663333334,0.2541156
75,33.56666666666667,-112.09999996666667,0.21094938
76,33.56666666666667,-112.05833330000002,0.7011974
77,33.56666666666667,-112.01666663333334,0.55930597
78,33.56666666666667,-111.97499996666667,0.28908515
79,33.56666666666667,-111.93333330000002,0.3512182
80,33.608333333333334,-112.30833330000002,0.2971069
81,33.608333333333334,-112.26666663333334,0.19822393
82,33.608333333333334,-112.22499996666667,0.26043049
83,33.608333333333334,-112.18333330000002,0.29482538
84,33.608333333333334,-112.14166663333334,0.23776509
85,33.608333333333334,-112.09999996666667,0.19567156
86,33.608333333333334,-112.05833330000002,0.43665138
87,33.608333333333334,-112.01666663333334,0.32498795
88,33.608333333333334,-111.97499996666667,0.13171932
89,33.608333333333334,-111.93333330000002,0.21144861
90,33.650000000000006,-112.30833330000002,0.23398197
91,33.650000000000006,-112.26666663333334,0.23359579
92,33.650000000000006,-112.22499996666667,0.32100734
93,33.650000000000006,-112.18333330000002,0.22856882
94,33.650000000000006,-112.14166663333334,0.20171495
95,33.650000000000006,-112.09999996666667,0.19419244
96,33.650000000000006,-112.05833330000002,0.2655604
97,33.650000000000006,-112.01666663333334,0.1983846
98,33.650000000000006,-111.97499996666667,0.23363589
99,33.650000000000006,-111.93333330000002,0.26037928
100,33.69166666666667,-112.30833330000002,0.23039916
101,33.69166666666667,-112.26666663333334,0.22323915
102,33.69166666666667,-112.22499996666667,0.20325342
103,33.69166666666667,-112.18333330000002,0.21964464
104,33.69166666666667,-112.14166663333334,0.22898012
105,33.69166666666667,-112.09999996666667,0.22437881
106,33.69166666666667,-112.05833330000002,0.26896363
107,33.69166666666667,-112.01666663333334,0.30110872
108,33.69166666666667,-111.97499996666667,0.25349942
109,33.69166666666667,-111.93333330000002,0.22624603
110,33.733333333333334,-112.30833330000002,0.32201213
111,33.733333333333334,-112.26666663333334,0.5011289
112,33.733333333333334,-112.22499996666667,0.24688546
113,33.733333333333334,-112.18333330000002,0.18985014
114,33.733333333333334,-112.14166663333334,0.28581637
115,33.733333333333334,-112.09999996666667,0.33390445
116,33.733333333333334,-112.05833330000002,0.30254447
117,33.733333333333334,-112.01666663333334,0.30237016
118,33.733333333333334,-111.97499996666667,0.22341655
119,33.733333333333334,-111.93333330000002,0.23218723
120,33.775000000000006,-112.30833330000002,0.7371271
121,33.775000000000006,-112.26666663333334,0.2046522
122,33.775000000000006,-112.22499996666667,0.18537213
123,33.775000000000006,-112.18333330000002,0.23627898
124,33.775000000000006,-112.14166663333334,0.21021107
125,33.775000000000006,-112.09999996666667,0.1558799
126,33.775000000000006,-112.05833330000002,0.16706033
127,33.775000000000006,-112.01666663333334,0.21401562
128,33.775000000000006,-111.97499996666667,0.3223207
129,33.775000000000006,-111.93333330000002,0.3025984
130,33.81666666666667,-112.30833330000002,0.42457947
131,33.81666666666667,-112.26666663333334,0.17678584
132,33.81666666666667,-112.22499996666667,0.5687098
133,33.81666666666667,-112.18333330000002,0.2678596
134,33.81666666666667,-112.14166663333334,0.27665275
135,33.81666666666667,-112.09999996666667,0.27456433
136,33.81666666666667,-112.05833330000002,0.18903777
137,33.81666666666667,-112.01666663333334,0.23614292
138,33.81666666666667,-111.97499996666667,0.31866273
139,33.81666666666667,-111.93333330000002,0.26616055
140,33.858333333333334,-112.30833330000002,0.2894741
141,33.858333333333334,-112.26666663333334,0.20365909
142,33.858333333333334,-112.22499996666667,0.22124676
143,33.858333333333334,-112.18333330000002,0.47222543
144,33.858333333333334,-112.14166663333334,0.30070484
145,33.858333333333334,-112.09999996666667,0.21394484
146,33.858333333333334,-112.05833330000002,0.34670648
147,33.858333333333334,-112.01666663333334,0.3185998
148,33.858333333333334,-111.97499996666667,0.25103328
149,33.858333333333334,-111.93333330000002,0.23165013
150,33.900000000000006,-112.30833330000002,0.21423261
151,33.900000000000006,-112.26666663333334,0.27386305
152,33.900000000000006,-112.22499996666667,0.2811377
153,33.900000000000006,-112.18333330000002,0.21226457
154,33.900000000000006,-112.14166663333334,0.37117037
155,33.900000000000006,-112.09999996666667,0.28945732
156,33.900000000000006,-112.05833330000002,0.14105757
157,33.900000000000006,-112.01666663333334,0.18544118
158,33.900000000000006,-111.97499996666667,0.3528229
159,33.900000000000006,-111.93333330000002,0.3664158
